date,invoice_id,customer_name,region,sku_code,sku_name,category,qty_sold,unit_cost,unit_price,unit_discount,returned_units
2025-10-02,INV-77398,Whole Foods,Midwest,SKU-1539,SuperGuard Beauty 6-ct Kit,Beauty,486,3.84,11.51,0,0
2025-09-15,INV-94806,BJ's Wholesale,Southwest,SKU-1935,PremiumClean Health & Wellness 36-ct Box,Health & Wellness,213,19.84,41.24,0,0
2025-08-26,INV-52176,Walgreens,Northeast,SKU-1433,PremiumGuard Home Goods 24-ct Collection,Home Goods,72,15.04,22.49,0,0
2025-10-27,INV-82810,Publix,Southeast,SKU-1092,UltraGuard Personal Care 36-ct Case,Personal Care,422,13.93,28.35,0,18
2025-08-17,INV-73814,Sam's Club,Midwest,SKU-1921,PremiumCare Health & Wellness 6-ct Set,Health & Wellness,185,8.77,18.05,0,0
2025-09-26,INV-71701,Whole Foods,National,SKU-1589,FreshPlus Cleaning 48-ct Case,Cleaning,168,4.05,8.24,0,0
2025-10-15,INV-11957,Whole Foods,West,SKU-1810,UltraGuard Beauty 6-ct Kit,Beauty,153,18.64,44.37,0,0
2025-10-21,INV-65456,Family Dollar,Southwest,SKU-1600,EliteMax Food & Beverage Collection,Food & Beverage,388,1.34,1.97,1.66,0
2025-08-14,INV-50347,Whole Foods,Midwest,SKU-1620,PremiumBright Home Goods 24-ct Pack,Home Goods,163,14.62,25.17,0,11
2025-09-30,INV-70382,H-E-B,West,SKU-1955,AdvancedPlus Personal Care Case,Personal Care,99,9.99,20.31,1.1,14
2025-08-13,INV-42499,CVS,Southwest,SKU-1114,UltraGuard Food & Beverage 48-ct Bundle,Food & Beverage,342,3.22,5.98,0,0
2025-10-28,INV-81596,Wegmans,Southeast,SKU-1278,PremiumComfort Home Goods 12-ct Collection,Home Goods,199,16.69,42.27,0,0
2025-08-21,INV-69375,H-E-B,Northeast,SKU-1672,AdvancedShield Personal Care 12-ct Box,Personal Care,56,12.4,28.14,0,0
2025-08-30,INV-96856,Dollar General,National,SKU-1467,ProCare Food & Beverage 6-ct Pack,Food & Beverage,375,1.82,2.61,1.82,0
2025-09-17,INV-58363,BJ's Wholesale,Northeast,SKU-1026,MegaBright Medical Supplies 48-ct Kit,Medical Supplies,95,11.74,20.51,0,0
2025-10-30,INV-32341,Dollar General,National,SKU-1297,PureCare Medical Supplies 6-ct Kit,Medical Supplies,465,10.96,18.9,1.15,0
2025-10-20,INV-29779,Amazon,Southwest,SKU-1596,PureBright Home Goods 36-ct Pack,Home Goods,327,19.75,37.3,0,0
2025-09-02,INV-29816,CVS,Southwest,SKU-1699,PremiumMax Home Goods 36-ct Case,Home Goods,254,7.69,13.46,0,0
2025-10-15,INV-37078,BJ's Wholesale,Northeast,SKU-1458,SuperSoft Health & Wellness 24-ct Set,Health & Wellness,377,8.1,14.67,0,0
2025-10-05,INV-62243,Family Dollar,Southeast,SKU-1262,AdvancedFresh Personal Care Bundle,Personal Care,283,4.57,10.02,0,0
2025-10-25,INV-37206,Meijer,Midwest,SKU-1740,PureGuard Personal Care 48-ct Collection,Personal Care,286,15.98,29.52,0,0
2025-09-30,INV-14260,CVS,Northeast,SKU-1318,EssentialFresh Health & Wellness Bundle,Health & Wellness,231,19.23,33.01,0.81,0
2025-09-20,INV-57454,Sam's Club,Southwest,SKU-1029,EssentialBright Food & Beverage 36-ct Kit,Food & Beverage,174,1.47,2.37,0,3
2025-09-22,INV-95163,Dollar General,Southeast,SKU-1901,PureFresh Paper Goods 6-ct Pack,Paper Goods,496,14.57,21.56,0,65
2025-10-16,INV-17615,Publix,West,SKU-1749,UltraMax Home Goods 24-ct Collection,Home Goods,158,37.93,79.43,0.94,0
2025-10-31,INV-84375,Publix,Northeast,SKU-1983,MegaMax Medical Supplies Collection,Medical Supplies,490,14.48,18.42,0,0
2025-08-17,INV-52070,Publix,National,SKU-1326,PremiumClean Paper Goods 24-ct Pack,Paper Goods,464,5.35,7.92,0,0
2025-08-11,INV-58153,Walmart,West,SKU-1902,SuperFresh Medical Supplies 24-ct Pack,Medical Supplies,206,9.36,14.62,0,0
2025-10-09,INV-80304,Walmart,Northeast,SKU-1491,PremiumPlus Paper Goods 12-ct Case,Paper Goods,411,4.76,7.39,0,0
2025-08-14,INV-53900,H-E-B,Southwest,SKU-1196,EssentialShield Medical Supplies 24-ct Box,Medical Supplies,142,25.75,49.89,0,1
2025-08-25,INV-77567,Walmart,Midwest,SKU-1775,UltraGuard Personal Care 6-ct Collection,Personal Care,174,9.32,18.6,0,3
2025-10-25,INV-14014,Kroger,Midwest,SKU-1503,PremiumClean Health & Wellness 48-ct Kit,Health & Wellness,25,17.05,33.28,0,0
2025-10-19,INV-47728,Sam's Club,West,SKU-1249,EliteCare Personal Care 48-ct Bundle,Personal Care,103,3.18,8.46,0,0
2025-08-21,INV-13805,Albertsons,Midwest,SKU-1738,EliteComfort Personal Care 12-ct Box,Personal Care,360,8.62,17.21,0,0
2025-10-01,INV-76031,H-E-B,West,SKU-1725,SuperBright Health & Wellness 6-ct Set,Health & Wellness,419,12.09,30.12,0,0
2025-09-17,INV-29516,Wegmans,Southeast,SKU-1112,ProClean Home Goods 24-ct Case,Home Goods,343,30.48,65.04,0,49
2025-10-07,INV-34614,Kroger,National,SKU-1234,PureCare Cleaning 6-ct Case,Cleaning,278,2.35,5.26,0,0
2025-09-21,INV-82008,Publix,Midwest,SKU-1512,FreshBright Personal Care 6-ct Case,Personal Care,97,18.8,39.26,0,0
2025-09-10,INV-80933,Publix,Southwest,SKU-1151,EssentialGuard Beauty Box,Beauty,92,18.47,48.92,1.54,0
2025-09-18,INV-48211,Amazon,Midwest,SKU-1818,PremiumSoft Beauty 12-ct Collection,Beauty,283,18.31,45.67,0.56,0
2025-09-25,INV-73977,Albertsons,Southwest,SKU-1739,EssentialComfort Paper Goods 6-ct Kit,Paper Goods,361,15.15,27.95,0.89,22
2025-10-29,INV-26605,Meijer,Northeast,SKU-1249,EliteCare Personal Care 48-ct Bundle,Personal Care,496,3.18,8.61,0,0
2025-10-15,INV-31668,H-E-B,National,SKU-1910,MegaMax Home Goods 36-ct Collection,Home Goods,73,37.38,53.91,0,0
2025-08-23,INV-83692,Kroger,Midwest,SKU-1079,EliteBright Cleaning 12-ct Set,Cleaning,456,6.74,13.13,0,0
2025-09-05,INV-88122,Target,Northeast,SKU-1875,UltraGuard Health & Wellness 36-ct Case,Health & Wellness,55,19.26,35.79,0,0
2025-11-01,INV-35358,Albertsons,National,SKU-1193,EssentialClean Cleaning Set,Cleaning,127,2.0,4.45,0,0
2025-08-27,INV-47142,BJ's Wholesale,Southwest,SKU-1255,UltraCare Cleaning 48-ct Kit,Cleaning,76,7.62,19.19,0,5
2025-09-09,INV-71542,Wegmans,National,SKU-1815,ProGuard Beauty 48-ct Bundle,Beauty,30,8.06,17.85,0,0
2025-08-31,INV-73991,Target,Northeast,SKU-1964,EssentialComfort Health & Wellness 48-ct Set,Health & Wellness,304,13.7,23.48,0,0
2025-10-11,INV-57857,Sam's Club,Northeast,SKU-1629,MegaMax Beauty 12-ct Bundle,Beauty,415,19.94,45.7,0,0
2025-09-21,INV-79099,CVS,West,SKU-1153,EssentialCare Paper Goods 24-ct Kit,Paper Goods,238,5.79,9.51,0,0
2025-08-15,INV-95715,Sam's Club,National,SKU-1299,UltraClean Paper Goods 24-ct Box,Paper Goods,94,10.13,18.82,0,0
2025-10-07,INV-74900,CVS,Southeast,SKU-1433,PremiumGuard Home Goods 24-ct Collection,Home Goods,202,15.04,23.4,0,6
2025-10-25,INV-21682,Rite Aid,Southwest,SKU-1383,UltraFresh Food & Beverage 12-ct Set,Food & Beverage,472,8.23,10.82,0,0
2025-10-06,INV-37334,Target,West,SKU-1666,PremiumSoft Medical Supplies 12-ct Kit,Medical Supplies,77,31.4,50.51,0,0
2025-10-24,INV-21875,Sam's Club,Southwest,SKU-1358,EliteGuard Health & Wellness Bundle,Health & Wellness,47,21.21,47.11,0,0
2025-09-16,INV-51622,Albertsons,National,SKU-1929,PureShield Beauty 36-ct Bundle,Beauty,236,21.76,53.11,0,0
2025-08-07,INV-79315,Publix,National,SKU-1593,PremiumShield Health & Wellness 24-ct Bundle,Health & Wellness,164,8.79,19.67,0,0
2025-10-13,INV-81535,Walgreens,Southwest,SKU-1371,AdvancedSoft Cleaning 36-ct Collection,Cleaning,450,8.89,16.21,0,0
2025-09-14,INV-82278,Dollar General,Midwest,SKU-1613,SuperCare Health & Wellness 12-ct Bundle,Health & Wellness,27,20.44,38.25,0,0
2025-08-17,INV-65838,Family Dollar,Midwest,SKU-1014,SuperCare Beauty 24-ct Collection,Beauty,48,5.49,20.42,0,0
2025-09-05,INV-59335,Dollar General,Midwest,SKU-1443,EliteSoft Cleaning 48-ct Bundle,Cleaning,252,6.39,10.57,0,0
2025-09-15,INV-61782,Walgreens,Northeast,SKU-1558,SuperBright Food & Beverage 6-ct Box,Food & Beverage,250,3.06,4.15,1.87,0
2025-11-04,INV-69803,BJ's Wholesale,West,SKU-1176,UltraShield Medical Supplies Bundle,Medical Supplies,293,29.85,42.66,0,0
2025-08-26,INV-81269,Dollar General,Southwest,SKU-1104,UltraMax Food & Beverage 36-ct Pack,Food & Beverage,141,4.59,6.84,1.6,0
2025-10-08,INV-65813,Family Dollar,West,SKU-1417,ProPlus Medical Supplies 6-ct Pack,Medical Supplies,50,14.05,19.78,0,0
2025-08-25,INV-11062,Dollar General,Southeast,SKU-1416,EliteFresh Food & Beverage 12-ct Bundle,Food & Beverage,237,2.24,3.15,0,0
2025-09-23,INV-25497,Publix,Northeast,SKU-1391,EssentialMax Cleaning 48-ct Case,Cleaning,430,6.53,16.06,1.49,0
2025-08-21,INV-14687,Walmart,West,SKU-1928,EssentialClean Paper Goods 48-ct Box,Paper Goods,305,13.88,23.13,0,0
2025-09-25,INV-68107,Publix,Midwest,SKU-1471,ProCare Paper Goods 48-ct Bundle,Paper Goods,282,16.03,23.82,0,28
2025-10-27,INV-95706,Kroger,West,SKU-1280,EssentialPlus Beauty 12-ct Pack,Beauty,298,6.82,19.95,0.82,0
2025-08-27,INV-78963,Target,West,SKU-1374,MegaClean Cleaning 6-ct Box,Cleaning,480,7.3,13.35,1.83,0
2025-09-21,INV-39290,Albertsons,West,SKU-1535,EliteFresh Food & Beverage 12-ct Pack,Food & Beverage,456,1.95,2.99,0,0
2025-10-03,INV-84399,Wegmans,Midwest,SKU-1400,MegaClean Personal Care Collection,Personal Care,431,11.38,28.41,0,0
2025-09-13,INV-51803,Costco,Midwest,SKU-1505,PremiumBright Food & Beverage Case,Food & Beverage,483,10.36,13.14,0,0
2025-08-14,INV-27452,CVS,Southeast,SKU-1127,EliteClean Health & Wellness 6-ct Set,Health & Wellness,479,7.7,16.84,0,0
2025-10-09,INV-32036,Publix,National,SKU-1189,PremiumFresh Paper Goods 36-ct Set,Paper Goods,448,15.22,27.37,0,0
2025-08-31,INV-13018,BJ's Wholesale,West,SKU-1793,EssentialSoft Health & Wellness 24-ct Collection,Health & Wellness,158,15.16,28.24,0,0
2025-09-02,INV-76313,H-E-B,Southwest,SKU-1487,ProMax Personal Care 6-ct Case,Personal Care,299,15.1,35.04,0,0
2025-10-12,INV-36809,Dollar General,West,SKU-1251,MegaShield Health & Wellness 36-ct Kit,Health & Wellness,151,16.09,30.91,0,0
2025-11-01,INV-32207,Rite Aid,Northeast,SKU-1425,UltraCare Food & Beverage 24-ct Box,Food & Beverage,64,6.12,8.14,0,0
2025-08-14,INV-99733,Sam's Club,West,SKU-1747,UltraPlus Health & Wellness Pack,Health & Wellness,378,13.04,31.12,0,0
2025-09-29,INV-66187,Amazon,West,SKU-1116,SuperCare Paper Goods 6-ct Kit,Paper Goods,379,3.46,6.56,0,0
2025-10-12,INV-34020,Kroger,Northeast,SKU-1439,FreshSoft Personal Care 12-ct Collection,Personal Care,490,15.28,32.3,0,0
2025-08-31,INV-87838,Amazon,West,SKU-1998,AdvancedCare Medical Supplies 6-ct Pack,Medical Supplies,46,21.6,35.43,0,5
2025-09-22,INV-75269,Publix,Southwest,SKU-1345,AdvancedCare Home Goods 24-ct Pack,Home Goods,96,43.68,73.86,0,0
2025-09-29,INV-72154,Rite Aid,West,SKU-1022,PremiumPlus Home Goods Set,Home Goods,28,22.17,49.87,1.43,0
2025-08-16,INV-53289,H-E-B,Northeast,SKU-1119,AdvancedBright Home Goods 24-ct Pack,Home Goods,461,21.93,31.81,0,0
2025-09-01,INV-51333,Whole Foods,Midwest,SKU-1955,AdvancedPlus Personal Care Case,Personal Care,445,9.99,21.41,0,25
2025-09-19,INV-71102,Meijer,Southeast,SKU-1489,EssentialCare Personal Care Box,Personal Care,123,10.64,27.88,1.47,11
2025-09-01,INV-43835,Wegmans,Northeast,SKU-1377,EssentialFresh Health & Wellness 36-ct Case,Health & Wellness,88,18.36,37.66,0,0
2025-10-03,INV-61283,Amazon,Southwest,SKU-1375,EssentialFresh Cleaning 36-ct Collection,Cleaning,134,12.52,25.37,0,0
2025-09-08,INV-95798,Meijer,Northeast,SKU-1588,FreshGuard Food & Beverage 48-ct Bundle,Food & Beverage,448,5.84,10.42,0,0
2025-09-05,INV-52496,H-E-B,National,SKU-1821,PremiumMax Paper Goods 24-ct Set,Paper Goods,472,4.45,6.59,0,0
2025-10-18,INV-14332,Kroger,Southwest,SKU-1343,PremiumMax Home Goods 36-ct Collection,Home Goods,51,37.41,67.77,0,0
2025-09-28,INV-37552,Rite Aid,Southwest,SKU-1696,EssentialClean Medical Supplies 48-ct Collection,Medical Supplies,326,24.59,30.79,0.93,0
2025-08-14,INV-23002,Meijer,Southwest,SKU-1338,ElitePlus Personal Care 36-ct Set,Personal Care,207,13.5,34.65,0,0
2025-08-16,INV-85511,Whole Foods,National,SKU-1137,EliteCare Health & Wellness 6-ct Pack,Health & Wellness,223,7.12,15.7,0,0
2025-08-17,INV-71052,Dollar General,Southeast,SKU-1093,PureGuard Food & Beverage 12-ct Bundle,Food & Beverage,72,10.19,13.18,0.93,0
2025-08-06,INV-93551,Walmart,West,SKU-1227,SuperPlus Paper Goods 12-ct Box,Paper Goods,398,4.19,6.89,1.08,0
2025-10-10,INV-75186,Kroger,Midwest,SKU-1114,UltraGuard Food & Beverage 48-ct Bundle,Food & Beverage,230,3.22,5.19,0,0
2025-08-25,INV-14549,Target,Southwest,SKU-1854,ProShield Health & Wellness 36-ct Bundle,Health & Wellness,57,9.94,21.37,0,0
2025-10-22,INV-29072,CVS,Midwest,SKU-1159,EliteMax Home Goods 48-ct Kit,Home Goods,401,38.03,71.48,0.2,17
2025-09-01,INV-56576,BJ's Wholesale,Southeast,SKU-1208,SuperBright Food & Beverage 36-ct Set,Food & Beverage,363,5.66,7.87,0,0
2025-11-02,INV-91431,Costco,Southwest,SKU-1451,AdvancedMax Food & Beverage 12-ct Case,Food & Beverage,365,5.36,9.74,1.08,0
2025-08-12,INV-59338,Walmart,Northeast,SKU-1870,MegaClean Home Goods Case,Home Goods,341,16.43,30.27,0,0
2025-08-23,INV-71716,Whole Foods,National,SKU-1092,UltraGuard Personal Care 36-ct Case,Personal Care,134,13.93,29.46,1.0,0
2025-08-17,INV-97989,Walgreens,Midwest,SKU-1982,PureComfort Food & Beverage Set,Food & Beverage,206,3.13,4.92,0,0
2025-10-07,INV-75854,Whole Foods,West,SKU-1908,PureShield Health & Wellness 12-ct Set,Health & Wellness,362,11.67,29.5,0.21,0
2025-09-04,INV-17916,Family Dollar,Southwest,SKU-1945,ElitePlus Health & Wellness 24-ct Bundle,Health & Wellness,76,5.32,13.67,0,0
2025-10-08,INV-33663,Albertsons,Northeast,SKU-1489,EssentialCare Personal Care Box,Personal Care,424,10.64,31.97,0,6
2025-08-26,INV-30888,Kroger,Southwest,SKU-1906,MegaPlus Paper Goods 12-ct Set,Paper Goods,442,14.75,26.3,0,0
2025-10-28,INV-13614,BJ's Wholesale,Northeast,SKU-1832,ProMax Health & Wellness 24-ct Pack,Health & Wellness,243,11.37,22.19,0,0
2025-08-23,INV-63908,Costco,Northeast,SKU-1957,EliteGuard Cleaning 24-ct Bundle,Cleaning,440,6.08,11.6,0,0
2025-08-09,INV-16412,Whole Foods,Southeast,SKU-1763,ProGuard Medical Supplies 48-ct Kit,Medical Supplies,47,17.41,25.12,0,0
2025-08-16,INV-55927,Amazon,Southwest,SKU-1729,MegaGuard Food & Beverage 12-ct Set,Food & Beverage,376,6.47,8.59,0.22,0
2025-10-08,INV-37899,Costco,National,SKU-1648,FreshClean Cleaning 36-ct Kit,Cleaning,339,5.36,11.47,1.44,0
2025-10-04,INV-61020,Family Dollar,National,SKU-1885,SuperFresh Cleaning Kit,Cleaning,46,3.75,8.63,1.23,2
2025-09-01,INV-56431,Rite Aid,Midwest,SKU-1155,FreshPlus Personal Care Case,Personal Care,118,4.31,14.93,0.3,0
2025-09-01,INV-52924,H-E-B,Northeast,SKU-1454,PremiumShield Beauty 36-ct Set,Beauty,77,16.0,35.7,0,6
2025-10-22,INV-11959,Rite Aid,Southwest,SKU-1713,PremiumCare Paper Goods 36-ct Set,Paper Goods,113,14.14,24.75,0,6
2025-09-17,INV-69022,Whole Foods,National,SKU-1899,SuperShield Personal Care 12-ct Kit,Personal Care,118,5.53,16.08,0,0
2025-08-25,INV-33119,Walgreens,West,SKU-1488,EssentialFresh Health & Wellness Pack,Health & Wellness,226,8.33,19.01,0,0
2025-10-06,INV-60393,CVS,Midwest,SKU-1544,ElitePlus Medical Supplies 12-ct Bundle,Medical Supplies,24,26.8,39.75,0,0
2025-10-20,INV-30174,Albertsons,Southwest,SKU-1583,ProMax Health & Wellness 48-ct Case,Health & Wellness,383,17.5,32.91,0,0
2025-08-07,INV-21277,Costco,West,SKU-1864,AdvancedMax Personal Care 6-ct Box,Personal Care,380,10.3,23.67,0,0
2025-09-19,INV-24761,Publix,Midwest,SKU-1465,EliteFresh Beauty 24-ct Collection,Beauty,205,6.88,20.06,1.58,0
2025-08-19,INV-37715,Amazon,National,SKU-1098,SuperBright Medical Supplies 24-ct Collection,Medical Supplies,322,15.18,27.52,0,0
2025-08-16,INV-18501,BJ's Wholesale,Southeast,SKU-1456,ProComfort Cleaning 48-ct Case,Cleaning,39,9.14,19.43,0,0
2025-09-13,INV-82822,Wegmans,Southwest,SKU-1929,PureShield Beauty 36-ct Bundle,Beauty,146,21.76,53.9,0,0
2025-09-13,INV-86762,H-E-B,National,SKU-1522,PureCare Cleaning 6-ct Case,Cleaning,477,10.62,19.73,0,0
2025-08-12,INV-27549,Meijer,National,SKU-1180,PurePlus Paper Goods 24-ct Set,Paper Goods,320,5.65,11.6,0,0
2025-09-19,INV-70254,Meijer,West,SKU-1757,UltraComfort Home Goods 36-ct Box,Home Goods,139,21.81,38.3,0,0
2025-09-02,INV-54854,Meijer,Midwest,SKU-1061,PureBright Food & Beverage 12-ct Bundle,Food & Beverage,326,8.89,13.31,0.7,0
2025-10-31,INV-28237,Kroger,Northeast,SKU-1307,PremiumFresh Medical Supplies Pack,Medical Supplies,304,31.85,48.16,0,0
2025-09-15,INV-94352,Family Dollar,Midwest,SKU-1842,SuperCare Personal Care 36-ct Set,Personal Care,343,13.42,28.53,0,0
2025-09-17,INV-93208,Kroger,National,SKU-1713,PremiumCare Paper Goods 36-ct Set,Paper Goods,105,14.14,25.57,0,0
2025-08-25,INV-89539,Albertsons,West,SKU-1785,MegaGuard Beauty 24-ct Collection,Beauty,375,12.72,31.97,0,11
2025-09-04,INV-50866,Albertsons,Southwest,SKU-1452,PureComfort Personal Care 36-ct Set,Personal Care,209,8.11,16.36,1.13,0
2025-09-11,INV-60880,Albertsons,National,SKU-1002,PremiumComfort Cleaning 24-ct Kit,Cleaning,173,1.9,3.86,0,0
2025-10-25,INV-20804,Kroger,National,SKU-1866,SuperSoft Medical Supplies 48-ct Bundle,Medical Supplies,179,9.35,15.22,0,6
2025-09-02,INV-20146,Whole Foods,National,SKU-1320,EliteShield Food & Beverage 24-ct Case,Food & Beverage,335,10.04,13.86,0,0
2025-10-03,INV-98530,Kroger,Midwest,SKU-1347,PremiumClean Home Goods 12-ct Set,Home Goods,91,13.75,21.1,1.96,0
2025-08-26,INV-89533,Target,Southwest,SKU-1585,FreshCare Medical Supplies 12-ct Bundle,Medical Supplies,394,9.3,18.74,0,0
2025-08-19,INV-39599,Kroger,West,SKU-1473,PremiumFresh Home Goods 24-ct Pack,Home Goods,136,6.07,11.93,1.28,0
2025-10-19,INV-74125,Albertsons,Southeast,SKU-1963,MegaClean Medical Supplies 36-ct Bundle,Medical Supplies,152,23.85,40.73,0,0
2025-10-09,INV-46233,Rite Aid,National,SKU-1393,FreshGuard Beauty Collection,Beauty,160,20.28,55.8,0,0
2025-09-08,INV-35101,CVS,Midwest,SKU-1263,PureSoft Food & Beverage 24-ct Bundle,Food & Beverage,243,1.48,2.72,0.17,0
2025-09-23,INV-49888,Amazon,Southeast,SKU-1917,MegaBright Cleaning 6-ct Case,Cleaning,107,6.45,14.45,0,0
2025-10-02,INV-85481,Albertsons,Southeast,SKU-1211,UltraGuard Health & Wellness 48-ct Kit,Health & Wellness,434,8.22,22.51,0,33
2025-10-29,INV-49836,Sam's Club,Southwest,SKU-1878,AdvancedFresh Personal Care 6-ct Kit,Personal Care,263,5.72,15.56,0,0
2025-09-06,INV-84384,Walgreens,Northeast,SKU-1705,PureSoft Cleaning Collection,Cleaning,87,5.14,9.27,0.51,0
2025-10-28,INV-12670,Wegmans,Midwest,SKU-1391,EssentialMax Cleaning 48-ct Case,Cleaning,449,6.53,13.47,0,0
2025-10-24,INV-14568,BJ's Wholesale,National,SKU-1740,PureGuard Personal Care 48-ct Collection,Personal Care,262,15.98,28.45,0.6,0
2025-09-29,INV-46826,Publix,Southwest,SKU-1263,PureSoft Food & Beverage 24-ct Bundle,Food & Beverage,432,1.48,2.39,0,0
2025-09-21,INV-89597,Amazon,Southwest,SKU-1612,MegaComfort Medical Supplies 12-ct Bundle,Medical Supplies,32,24.04,43.37,0,0
2025-10-03,INV-33952,BJ's Wholesale,Midwest,SKU-1998,AdvancedCare Medical Supplies 6-ct Pack,Medical Supplies,320,21.6,33.69,0,0
2025-10-01,INV-63811,Amazon,Southwest,SKU-1002,PremiumComfort Cleaning 24-ct Kit,Cleaning,165,1.9,3.37,0,0
2025-08-27,INV-83529,Albertsons,National,SKU-1983,MegaMax Medical Supplies Collection,Medical Supplies,203,14.48,18.86,0,0
2025-09-26,INV-31310,CVS,Southwest,SKU-1913,SuperCare Paper Goods 12-ct Kit,Paper Goods,47,11.27,16.39,0.54,0
2025-08-29,INV-52818,Wegmans,Northeast,SKU-1543,ProPlus Cleaning Set,Cleaning,478,4.96,12.29,0,0
2025-10-06,INV-75197,H-E-B,Midwest,SKU-1558,SuperBright Food & Beverage 6-ct Box,Food & Beverage,225,3.06,3.75,0,0
2025-09-05,INV-15402,Dollar General,Midwest,SKU-1935,PremiumClean Health & Wellness 36-ct Box,Health & Wellness,331,19.84,43.02,0,0
2025-10-04,INV-98001,Meijer,Southwest,SKU-1474,ProGuard Medical Supplies Box,Medical Supplies,86,10.1,17.09,0,0
2025-09-05,INV-74145,Costco,Midwest,SKU-1468,EliteFresh Home Goods Pack,Home Goods,129,8.48,17.98,0,0
2025-10-31,INV-53864,Target,National,SKU-1453,FreshGuard Food & Beverage Kit,Food & Beverage,166,6.13,10.89,0,0
2025-10-27,INV-88872,Costco,Northeast,SKU-1085,EliteShield Personal Care 36-ct Box,Personal Care,91,7.71,21.44,0,0
2025-09-08,INV-35802,Publix,Northeast,SKU-1306,MegaShield Health & Wellness 12-ct Collection,Health & Wellness,103,13.38,32.6,1.48,0
2025-09-26,INV-40567,Dollar General,West,SKU-1682,SuperShield Medical Supplies 36-ct Pack,Medical Supplies,361,34.96,53.66,0,0
2025-10-13,INV-22817,CVS,West,SKU-1152,SuperBright Medical Supplies 36-ct Collection,Medical Supplies,180,13.82,22.4,0.52,0
2025-09-20,INV-53750,Dollar General,West,SKU-1603,PremiumPlus Cleaning 36-ct Pack,Cleaning,424,11.92,22.14,0,0
2025-10-12,INV-32853,Whole Foods,National,SKU-1937,SuperComfort Personal Care Set,Personal Care,190,2.78,6.15,1.62,0
2025-09-14,INV-94402,Walgreens,Southeast,SKU-1095,EssentialShield Health & Wellness Pack,Health & Wellness,139,14.14,36.42,0,0
2025-10-25,INV-39581,Walmart,Northeast,SKU-1352,PremiumPlus Paper Goods 12-ct Box,Paper Goods,456,12.85,26.1,0,0
2025-09-03,INV-41974,Dollar General,Northeast,SKU-1557,SuperBright Medical Supplies 48-ct Pack,Medical Supplies,356,15.42,30.53,1.71,0
2025-09-30,INV-69975,Whole Foods,Southwest,SKU-1966,PremiumCare Cleaning Kit,Cleaning,219,5.82,11.99,0,0
2025-08-21,INV-52447,Albertsons,Southwest,SKU-1973,EliteSoft Medical Supplies 12-ct Collection,Medical Supplies,67,22.37,37.31,0,0
2025-08-31,INV-53056,Walgreens,West,SKU-1457,ProBright Health & Wellness 12-ct Collection,Health & Wellness,25,13.05,28.76,0,0
2025-09-05,INV-91002,H-E-B,Southwest,SKU-1073,EliteFresh Personal Care Pack,Personal Care,221,12.27,37.39,0,0
2025-10-19,INV-11523,Walmart,Northeast,SKU-1451,AdvancedMax Food & Beverage 12-ct Case,Food & Beverage,284,5.36,8.32,0,0
2025-08-16,INV-59638,BJ's Wholesale,National,SKU-1826,ProComfort Food & Beverage 24-ct Kit,Food & Beverage,432,10.0,11.88,0,0
2025-08-21,INV-45084,H-E-B,Southeast,SKU-1796,SuperComfort Medical Supplies 6-ct Kit,Medical Supplies,379,20.28,38.2,0,26
2025-10-19,INV-11927,Dollar General,West,SKU-1597,AdvancedMax Medical Supplies 24-ct Case,Medical Supplies,384,10.39,15.62,0,0
2025-10-11,INV-84138,Dollar General,West,SKU-1606,AdvancedBright Cleaning 24-ct Box,Cleaning,149,5.34,10.21,0,0
2025-11-02,INV-69710,H-E-B,National,SKU-1863,PureBright Personal Care 12-ct Set,Personal Care,98,14.77,33.37,1.87,0
2025-10-20,INV-14262,Family Dollar,National,SKU-1028,PremiumComfort Personal Care 6-ct Case,Personal Care,454,10.34,26.14,0,0
2025-08-30,INV-14508,Costco,West,SKU-1809,EliteClean Food & Beverage 48-ct Bundle,Food & Beverage,31,6.5,7.81,0,0
2025-09-04,INV-30998,Kroger,Midwest,SKU-1901,PureFresh Paper Goods 6-ct Pack,Paper Goods,122,14.57,22.59,0,0
2025-08-19,INV-86922,Costco,National,SKU-1719,SuperFresh Beauty 48-ct Collection,Beauty,478,24.94,59.33,0,0
2025-09-10,INV-70686,Sam's Club,Northeast,SKU-1925,EssentialShield Cleaning 6-ct Collection,Cleaning,492,4.55,10.71,0,0
2025-09-12,INV-60406,Target,National,SKU-1594,UltraClean Cleaning Bundle,Cleaning,158,1.9,4.3,0,20
2025-10-04,INV-16345,Amazon,West,SKU-1634,SuperCare Medical Supplies 48-ct Box,Medical Supplies,119,29.03,52.23,0,0
2025-10-19,INV-60213,H-E-B,West,SKU-1192,PremiumMax Health & Wellness 6-ct Box,Health & Wellness,367,12.16,29.21,0,0
2025-09-03,INV-99768,Wegmans,West,SKU-1941,UltraMax Health & Wellness Kit,Health & Wellness,155,20.56,42.61,0,0
2025-10-15,INV-11934,Whole Foods,National,SKU-1708,ProSoft Medical Supplies 12-ct Set,Medical Supplies,434,14.48,32.49,0,0
2025-08-29,INV-16974,Dollar General,Southwest,SKU-1686,ProPlus Cleaning 24-ct Bundle,Cleaning,65,6.77,11.9,0,0
2025-10-23,INV-41188,Walgreens,Northeast,SKU-1611,FreshBright Medical Supplies 48-ct Box,Medical Supplies,431,12.44,24.39,0,0
